title,price,location,society,bedrooms,bathrooms,size,rating,url,contact_info,description,listing_date,source_file
2.75 Marla Modern House For Sale In Eden Executive Canal Road Faisalabad,PKR 1.3 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,3,2.7 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_2_75_marla_modern_house_for_sale_in_eden_executive_canal_road_faisalabad-52858192-10765-1.html,"Phone Available, WhatsApp Available, Email Available",2.75 Marla Modern House For Sale In,Added: 2 days ago,house-120.html
10 Double Storey House For Sale,PKR 2.5 Crore,"Satiana Road, Faisalabad",Faisalabad,6,7,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_10_double_storey_house_for_sale-52322769-534-1.html,"Phone Available, WhatsApp Available, Email Available",House for sale in Tech Town main Sa,Added: 1 month ago,house-1200.html
10 Double Storey House For Sale,PKR 2.5 Crore,"Satiana Road, Faisalabad",Faisalabad,6,7,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_10_double_storey_house_for_sale-52322777-534-1.html,"Phone Available, WhatsApp Available, Email Available",House for sale in Tech Town main Sa,Added: 1 month ago,house-1201.html
10 Double Story House For Sale,PKR 2.5 Crore,"Satiana Road, Faisalabad",Faisalabad,6,6,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_10_double_story_house_for_sale-52323000-534-1.html,"Phone Available, WhatsApp Available, Email Available",House for sale in Tech Town main Sa,Added: 1 month ago,house-1202.html
2.75 Marla Brand New House For Sale in Eden Executive 208 chak Road Faisalabad,PKR 1.25 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,3,2.7 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_2_75_marla_brand_new_house_for_sale_in_eden_executive_208_chak_road_faisalabad-52854499-10765-1.html,"Phone Available, WhatsApp Available, Email Available",Brand New House Available For Sale,Added: 1 month ago,house-1203.html
1 Kanal Luxury Furnished House In Wapda City At Prime Location FSD,PKR 11 Crore,"Wapda City, Faisalabad",Faisalabad,5,6,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_wapda_city_1_kanal_luxury_furnished_house_in_wapda_city_at_prime_location_fsd-52854515-501-1.html,"Phone Available, WhatsApp Available, Email Available","Brand New 1 kanal Fully Designer 
H",Added: 1 month ago,house-1204.html
10 Marla House For Sale Gulbahar Colony Near Hameed Palace Faisalabad,PKR 3.5 Crore,"Gulbahar Colony, Faisalabad",Faisalabad,5,5,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulbahar_colony_10_marla_house_for_sale_gulbahar_colony_near_hameed_palace_faisalabad-52854527-4948-1.html,"Phone Available, WhatsApp Available, Email Available","Ideal Location For Residence 
Locat",Added: 1 month ago,house-1205.html
"5.5 Marla Beautiful House Available For Sale In People,s Colony No 1 D ground Faisalabad",PKR 2.55 Crore,"Peoples Colony No 1, Faisalabad",Faisalabad,5,6,5.6 Marla,N/A,https://www.zameen.com/Property/faisalabad_peoples_colony_no_1_5_5_marla_beautiful_house_available_for_sale_in_people_s_colony_no_1_d_ground_faisalabad-52854532-535-1.html,"Phone Available, WhatsApp Available, Email Available","VIP House Available For Sale 
Locat",Added: 1 month ago,house-1206.html
Canal Road 20 Marla House 5. Bed House,PKR 8 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_canal_road_20_marla_house_5_bed_house-52991597-1140-1.html,"Phone Available, WhatsApp Available, Email Available",20 Marla 5. bed House canal Road,Added: 1 month ago,house-1207.html
10 Marla House Brand New,PKR 5.25 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,10 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_10_marla_house_brand_new-52991591-1140-1.html,"Phone Available, WhatsApp Available, Email Available",A prime category House is available,Added: 1 month ago,house-1208.html
5 Marla 3 Bed House For Sale In Eden Valley,PKR 2.4 Crore,"Eden Valley, Faisalabad",Faisalabad,3,5,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_eden_valley_5_marla_3_bed_house_for_sale_in_eden_valley-52991589-8917-1.html,"Phone Available, WhatsApp Available, Email Available",Purchase it while you still can bec,Added: 1 month ago,house-1209.html
5 Marla Most Luxurious House For Sale In Eden Garden Executive Block At Prime Location,PKR 2.3 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,4,5 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_5_marla_most_luxurious_house_for_sale_in_eden_garden_executive_block_at_prime_location-52899305-10765-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Ultra Modern Designer House,Added: 2 days ago,house-121.html
15 Marla House For Sale In Abdullah Gardens,PKR 8 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,5,6,15 Marla,Titanium,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_15_marla_house_for_sale_in_abdullah_gardens-52991581-4890-1.html,"Phone Available, WhatsApp Available, Email Available",15 Marla Boundary Wall Society Cana,Added: 1 month ago,house-1210.html
30 Marla House In Madina Town,PKR 8.5 Crore,"Madina Town, Faisalabad",Faisalabad,4,5,1.5 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_madina_town_30_marla_house_in_madina_town-52991587-533-1.html,"Phone Available, WhatsApp Available, Email Available","Great Construction Furnish House
 4",Added: 1 month ago,house-1211.html
5 Marla Brand New House,PKR 2.25 Crore,"Model City 1, Canal Road",Canal Road,3,4,5 Marla,Titanium,https://www.zameen.com/Property/canal_road_model_city_1_5_marla_brand_new_house-52991571-8590-1.html,"Phone Available, WhatsApp Available, Email Available","Brand New House
 Faisalabad is full",Added: 1 month ago,house-1212.html
Beautiful House House Is For Sale,PKR 13 Crore,"Sitara Sapna City, Faisalabad",Faisalabad,5,6,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_sitara_sapna_city_beautiful_house_house_is_for_sale-52975927-1211-1.html,"Phone Available, WhatsApp Available, Email Available",You can find properties for sale ea,Added: 1 month ago,house-1213.html
Get In Touch Now To Buy A House In Citi Housing Samundri Road - Block C,PKR 1.64 Crore,"Citi Housing Samundri Road - Block C, Citi Housing Samundri Road",Citi Housing Samundri Road,N/A,N/A,5 Marla,Titanium,https://www.zameen.com/Property/citi_housing_samundri_road_citi_housing_samundri_road_-_block_c_get_in_touch_now_to_buy_a_house_in_citi_housing_samundri_road_-_block_c-52882072-14595-1.html,"Phone Available, WhatsApp Available, Email Available",Make a property investment in Faisa,Added: 1 month ago,house-1214.html
Avail Yourself A Great 5 Marla House In Citi Housing Samundri Road - Block D,PKR 1.5 Crore,"Citi Housing Samundri Road - Block D, Citi Housing Samundri Road",Citi Housing Samundri Road,N/A,N/A,5 Marla,Titanium,https://www.zameen.com/Property/citi_housing_samundri_road_citi_housing_samundri_road_-_block_d_avail_yourself_a_great_5_marla_house_in_citi_housing_samundri_road_-_block_d-52882074-14596-1.html,"Phone Available, WhatsApp Available, Email Available",The growing property demand in Fais,Added: 1 month ago,house-1215.html
"5 Marla New Brand Double Storey House Eden Orchard Sargodha Road Ideal Location Security Gate Carpet Road Commercial Market Jamia, Majid",PKR 2.1 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_new_brand_double_storey_house_eden_orchard_sargodha_road_ideal_location_security_gate_carpet_road_commercial_market_jamia_majid-52556130-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla new brand double story hous,Added: 1 month ago,house-1216.html
Prime Location 5 Marla House For Sale In Citi Housing Phase 2 Samundri Road Faisalabad,PKR 1.45 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_prime_location_5_marla_house_for_sale_in_citi_housing_phase_2_samundri_road_faisalabad-52272072-11230-1.html,"Phone Available, WhatsApp Available, Email Available",A luxurious house at a prime locati,Added: 1 month ago,house-1217.html
3.3 Marla Brand New House On 6 Years Easy Instalments,PKR 1.42 Crore,"Lyallpur Avenue, Jaranwala Road",Jaranwala Road,3,4,3.8 Marla,Titanium,https://www.zameen.com/Property/jaranwala_road_lyallpur_avenue_3_3_marla_brand_new_house_on_6_years_easy_instalments-52905168-17578-1.html,"Phone Available, WhatsApp Available, Email Available","3 Marla, 3 Sarsahi Brand new House",Added: 1 month ago,house-1218.html
5 Marla House On 6 Year Easy Instalment In Lyallpur Avenue,PKR 1.99 Crore,"Jaranwala Road, Faisalabad",Faisalabad,3,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_jaranwala_road_5_marla_house_on_6_year_easy_instalment_in_lyallpur_avenue-52905166-9229-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New 3-Bedroom House f,Added: 1 month ago,house-1219.html
5 Marla Most Luxurious House For Sale In Eden Executive at Prime location,PKR 2.5 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,4,5 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_5_marla_most_luxurious_house_for_sale_in_eden_executive_at_prime_location-52907496-10765-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Most Luxurious House For Sa,Added: 2 days ago,house-122.html
3.3 Marla Brand New House On 6 Years Easy Instalments,PKR 1.42 Crore,"Lyallpur Avenue, Jaranwala Road",Jaranwala Road,3,4,3.3 Marla,Titanium,https://www.zameen.com/Property/jaranwala_road_lyallpur_avenue_3_3_marla_brand_new_house_on_6_years_easy_instalments-52905149-17578-1.html,"Phone Available, WhatsApp Available, Email Available","3.3 Marla, Brand new House for Sale",Added: 1 month ago,house-1220.html
5 Marla Brand New House For Sale In Ismail Valley,PKR 1.65 Crore,"Ismail Valley, Faisalabad",Faisalabad,4,3,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_ismail_valley_5_marla_brand_new_house_for_sale_in_ismail_valley-52941173-10709-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New House For Sale In,Added: 1 month ago,house-1221.html
Brand New House,PKR 2.1 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_brand_new_house-52966796-11162-1.html,"Phone Available, WhatsApp Available, Email Available",Drowning Store Big Car,Added: 1 month ago,house-1222.html
Brand New 5 Marla House For Sale In Price Of 5 Marla Very Attractive And Expensive Location Having 4 Beds Proper Drawing Dining Separate With Washroom,PKR 2.5 Crore,"Eden Valley, Faisalabad",Faisalabad,4,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_valley_brand_new_5_marla_house_for_sale_in_price_of_5_marla_very_attractive_and_expensive_location_having_4_beds_proper_drawing_dining_separate_with_washroom-52946515-8917-1.html,"Phone Available, WhatsApp Available, Email Available","we provide quality services
A centr",Added: 1 month ago,house-1223.html
Brand New Double Heighted Lobby Double Storey House For Sale In Canal Garden,PKR 5.2 Crore,"Canal Garden, Faisalabad",Faisalabad,4,5,10 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_garden_brand_new_double_heighted_lobby_double_storey_house_for_sale_in_canal_garden-52946162-8588-1.html,"Phone Available, WhatsApp Available, Email Available",Brand New House Double Highted Lobb,Added: 1 month ago,house-1224.html
6 Marla Corner House Available For Sale In Most Prime Location In Citi Housing Sargodha Road Faisalabad,PKR 2.3 Crore,"Citi Housing, Faisalabad",Faisalabad,4,4,6 Marla,Titanium,https://www.zameen.com/Property/faisalabad_citi_housing_6_marla_corner_house_available_for_sale_in_most_prime_location_in_citi_housing_sargodha_road_faisalabad-52946159-8358-1.html,"Phone Available, WhatsApp Available, Email Available","City Housing, Phase 1
Plot Number:",Added: 1 month ago,house-1225.html
Book A Facing Park 5 Marla House In Citi Housing Samundri Road - Block D,PKR 1.7 Crore,"Citi Housing Samundri Road - Block D, Citi Housing Samundri Road",Citi Housing Samundri Road,N/A,N/A,5 Marla,Titanium,https://www.zameen.com/Property/citi_housing_samundri_road_citi_housing_samundri_road_-_block_d_book_a_facing_park_5_marla_house_in_citi_housing_samundri_road_-_block_d-52882071-14596-1.html,"Phone Available, WhatsApp Available, Email Available",Your search for 5 Marla property is,Added: 1 month ago,house-1226.html
Prime Land Near Model City 2,PKR 14.5 Crore,"Satiana Road, Faisalabad",Faisalabad,N/A,N/A,18 Kanal,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_prime_land_near_model_city_2-52932450-534-1.html,"Phone Available, Email Available","Location: Link Road Awan Wala, Saty",Added: 1 month ago,house-1227.html
11 Marla Brand New Furnished House For Sale In Eden Orchard Near Lasani Puli Sargodha Road Faisalabad,PKR 4.5 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,11 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_11_marla_brand_new_furnished_house_for_sale_in_eden_orchard_near_lasani_puli_sargodha_road_faisalabad-52708514-11162-1.html,"Phone Available, WhatsApp Available, Email Available",11 Marla Brand New Furnished House,Added: 2 months ago,house-1228.html
20 Marla Brand New Designer House Available For Sale In WAPDA CITY Faisalabad,PKR 9 Crore,"Wapda City, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_20_marla_brand_new_designer_house_available_for_sale_in_wapda_city_faisalabad-52472247-501-1.html,"Phone Available, WhatsApp Available, Email Available",Experience Luxurious Living in WAPD,Added: 2 months ago,house-1229.html
10 Marla Ultra Modern Designer House For Sale In Eden Executive Canal Road Faisalabad,PKR 6.25 Crore,"Eden Executive, Eden Gardens",Eden Gardens,5,6,10 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_10_marla_ultra_modern_designer_house_for_sale_in_eden_executive_canal_road_faisalabad-53010575-10765-1.html,"Phone Available, WhatsApp Available, Email Available",10 Marla Modern Designer House With,Added: 2 days ago,house-123.html
10 Marla Beautiful House For Sell Gulistan Colony 1,PKR 6 Crore,"Gulistan Colony No 1, Faisalabad",Faisalabad,6,7,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulistan_colony_no_1_10_marla_beautiful_house_for_sell_gulistan_colony_1-52743171-1073-1.html,"Phone Available, WhatsApp Available, Email Available","Triple Storey
Big Garage
Double Kit",Added: 2 months ago,house-1230.html
New House For Sale Canal Road Abdullah Garden VIP Beautiful Number 1 Society Boundary Wall Faisalabad,PKR 3.9 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,5,6,7 Marla,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_new_house_for_sale_canal_road_abdullah_garden_vip_beautiful_number_1_society_boundary_wall_faisalabad-49010210-4890-1.html,"Phone Available, WhatsApp Available, Email Available","*_( FOR SALE )*_ 
 *Canal road Abdu",Added: 8 months ago,house-1231.html
beautiful brand new house,PKR 4 Crore,"Riaz ul Jannah, Faisalabad",Faisalabad,4,4,11 Marla,N/A,https://www.zameen.com/Property/faisalabad_riaz_ul_jannah_beautiful_brand_new_house-53077204-9451-1.html,"Phone Available, Email Available","friend new house 
4badroom 
4bathro",Added: 2 weeks ago,house-1232.html
"2-Kanal Old House Located On The Main Road In A Block, Ghulam Muhammad Abad, Close To Civil Hospital. Price Is Negotiable",PKR 20 Crore,"Ghulam Mohammad Abad, Faisalabad",Faisalabad,N/A,N/A,2 Kanal,N/A,https://www.zameen.com/Property/faisalabad_ghulam_mohammad_abad_2-kanal_old_house_located_on_the_main_road_in_a_block_ghulam_muhammad_abad_close_to_civil_hospital_price_is_negotiable-52446313-1354-1.html,"Phone Available, WhatsApp Available, Email Available",This 2-kanal Old Building is locate,Added: 3 weeks ago,house-1233.html
3 Marla Double Storey,PKR 1.3 Crore,"Makkah Garden, Faisalabad",Faisalabad,4,4,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_makkah_garden_3_marla_double_storey-52959643-10821-1.html,"Phone Available, WhatsApp Available, Email Available",The House is great for families who,Added: 1 month ago,house-1234.html
Single Story Homes,PKR 1.6 Crore,"Makkah Garden, Faisalabad",Faisalabad,4,3,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_makkah_garden_single_story_homes-52948212-10821-1.html,"Phone Available, WhatsApp Available, Email Available","If you're looking for a bungalow, M",Added: 1 month ago,house-1235.html
Buy A Centrally Located 3 Marla House In Afghanabad 1,PKR 1.25 Crore,"Afghanabad 1, Afghanabad",Afghanabad,N/A,N/A,3 Marla,N/A,https://www.zameen.com/Property/afghanabad_afghanabad_1_buy_a_centrally_located_3_marla_house_in_afghanabad_1-53078238-14423-1.html,"Phone Available, WhatsApp Available, Email Available",Let us know if Need help in narrowi,Added: 2 weeks ago,house-1236.html
2.5 Marla Brand New House Available For Sale.,PKR 78 Lakh,"Gulberg Valley, Faisalabad",Faisalabad,N/A,N/A,2.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_2_5_marla_brand_new_house_available_for_sale-53013179-10823-1.html,"Phone Available, WhatsApp Available, Email Available",Guldberg valley lower canal 2.5 mar,Added: 3 weeks ago,house-1237.html
Abdullah Garden Canal Road 30 Marla Brand New House Available For Sale,PKR 16.5 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,8,7,1.5 Kanal,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_abdullah_garden_canal_road_30_marla_brand_new_house_available_for_sale-53013020-4890-1.html,"Phone Available, WhatsApp Available, Email Available",Brand New House in Abdullah Garden.,Added: 3 weeks ago,house-1238.html
5 Marla Brand New House for sale in Lyallpur Avenue,PKR 1.8 Crore,"Lyallpur Avenue, Jaranwala Road",Jaranwala Road,4,4,5 Marla,N/A,https://www.zameen.com/Property/jaranwala_road_lyallpur_avenue_5_marla_brand_new_house_for_sale_in_lyallpur_avenue-53013082-17578-1.html,"Phone Available, WhatsApp Available, Email Available",Lyallpur Avenue is FDA approved & 1,Added: 3 weeks ago,house-1239.html
7 Marla Most Luxurious House For Sale In Model City 1 Canal Road Faisalabad,PKR 3.75 Crore,"Model City 1, Canal Road",Canal Road,5,6,7 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_7_marla_most_luxurious_house_for_sale_in_model_city_1_canal_road_faisalabad-53010642-8590-1.html,"Phone Available, WhatsApp Available, Email Available",7 Marla House With Double Highted L,Added: 2 days ago,house-124.html
3 Marla Brand New House Available For Sale In Ghalib City,PKR 1 Crore,"Ghalib City, Faisalabad",Faisalabad,3,3,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_ghalib_city_3_marla_brand_new_house_available_for_sale_in_ghalib_city-53013393-10165-1.html,"Phone Available, WhatsApp Available, Email Available",Ghalib City 3 Marla Brand New House,Added: 3 weeks ago,house-1240.html
5 Marla Brand New House for Sale in Model City 1,PKR 1.9 Crore,"Model City 1, Canal Road",Canal Road,4,4,5 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_5_marla_brand_new_house_for_sale_in_model_city_1-53013340-8590-1.html,"Phone Available, WhatsApp Available, Email Available",Model City 1may 5marly Brand New Ho,Added: 3 weeks ago,house-1241.html
5 Marla Brand New House Available For Sale In Eden Executive,PKR 2.3 Crore,"Eden Executive, Eden Gardens",Eden Gardens,4,3,5 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_5_marla_brand_new_house_available_for_sale_in_eden_executive-53013471-10765-1.html,"Phone Available, WhatsApp Available, Email Available",Eden Executive 5marly Brand New Hou,Added: 3 weeks ago,house-1242.html
House In Citi Housing Sized 40 Marla Is Available,PKR 15 Crore,"Citi Housing, Faisalabad",Faisalabad,N/A,N/A,2 Kanal,N/A,https://www.zameen.com/Property/faisalabad_citi_housing_house_in_citi_housing_sized_40_marla_is_available-52917468-8358-1.html,"Phone Available, WhatsApp Available, Email Available","Undoubtedly, 40 Marla sized propert",Added: 4 weeks ago,house-1243.html
House For sale In Faisalabad,PKR 1.95 Crore,"Wapda City - Block L, Wapda City",Wapda City,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_l_house_for_sale_in_faisalabad-53012826-5076-1.html,"Phone Available, WhatsApp Available, Email Available",The House is based in the ideal loc,Added: 4 weeks ago,house-1244.html
7 Marla Brand New House In Eden Executive,PKR 3.2 Crore,"Eden Executive, Eden Gardens",Eden Gardens,4,5,7 Marla,Titanium,https://www.zameen.com/Property/eden_gardens_eden_executive_7_marla_brand_new_house_in_eden_executive-52946153-10765-1.html,"Phone Available, WhatsApp Available, Email Available",If you are looking to buy a propert,Added: 1 month ago,house-1245.html
Buy 20 Marla House At Highly Affordable Price,PKR 9.5 Crore,"Wapda City - Block G, Wapda City",Wapda City,N/A,N/A,1 Kanal,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_g_buy_20_marla_house_at_highly_affordable_price-52719791-5072-1.html,"Phone Available, WhatsApp Available, Email Available","Follow the market trends, purchase",Added: 1 month ago,house-1246.html
brand new home.,PKR 85 Lakh,"Mansoorabad, Faisalabad",Faisalabad,3,2,2 Marla,N/A,https://www.zameen.com/Property/faisalabad_mansoorabad_brand_new_home-53044642-651-1.html,"Phone Available, WhatsApp Available, Email Available","2.5 Marla Brand new home,2 bed wash",Added: 3 weeks ago,house-1247.html
5 Marla New Brand Double Storey House Eden Orchard Sargodha Road Ideal Location,PKR 1.75 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_new_brand_double_storey_house_eden_orchard_sargodha_road_ideal_location-52555911-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla new brand double story hous,Added: 2 days ago,house-125.html
7 Marla Luxury House For Sale In Eden Valley,PKR 4.25 Crore,"Eden Valley, Faisalabad",Faisalabad,5,6,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_valley_7_marla_luxury_house_for_sale_in_eden_valley-52678136-8917-1.html,"Phone Available, WhatsApp Available, Email Available",The property is priced at Rs. 41000,Added: 4 weeks ago,house-126.html
Brand New Double Storey Corner House For Sale,PKR 1.6 Crore,"Al Najaf Colony, Faisalabad",Faisalabad,4,5,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_al_najaf_colony_brand_new_double_storey_corner_house_for_sale-53012838-4902-1.html,"Phone Available, WhatsApp Available, Email Available",Brand New Beautiful Corner House Fo,Added: 4 weeks ago,house-127.html
House Of 5 Marla In FDA City - Block F1 For sale,PKR 1.25 Crore,"FDA City - Block F1, FDA City",FDA City,N/A,N/A,5 Marla,Titanium,https://www.zameen.com/Property/fda_city_fda_city_-_block_f1_house_of_5_marla_in_fda_city_-_block_f1_for_sale-52970364-14171-1.html,"Phone Available, WhatsApp Available, Email Available",Here is the House you can have toda,Added: 6 days ago,house-128.html
5 MARLA BRAND NEW Residence For sale In Wapda City - Block L Faisalabad,PKR 2 Crore,"Wapda City - Block L, Wapda City",Wapda City,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_l_5_marla_brand_new_residence_for_sale_in_wapda_city_-_block_l_faisalabad-52876299-5076-1.html,"Phone Available, WhatsApp Available, Email Available",Prices can go up very quickly so be,Added: 6 days ago,house-129.html
Beautiful House 5 Marla Rachna Town #3 Faisalabad,PKR 1.65 Crore,"Rachna Town, Faisalabad",Faisalabad,5,3,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_rachna_town_beautiful_house_5_marla_rachna_town_3_faisalabad-53148170-5029-1.html,"Phone Available, Email Available","Property for Sale Rachna Town, Fais",Added: 4 hours ago,house-13.html
20 Marla Brand New House For Sale Wapda City Faisalabad,PKR 9.5 Crore,"Wapda City, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_20_marla_brand_new_house_for_sale_wapda_city_faisalabad-53119670-501-1.html,"Phone Available, WhatsApp Available, Email Available","""Wapda City"" Fish Canal Road, Faisa",Added: 6 days ago,house-130.html
Get In Touch Now To Buy A 5 Marla House In Faisalabad,PKR 1.65 Crore,"Citi Housing Sargodha Road - Block A, Citi Housing Sargodha Road",Citi Housing Sargodha Road,N/A,N/A,5 Marla,Titanium,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_a_get_in_touch_now_to_buy_a_5_marla_house_in_faisalabad-52941174-14609-1.html,"Phone Available, WhatsApp Available, Email Available",Boasting the ideal location of Citi,Added: 5 days ago,house-131.html
Apartment for Sale on Installments in Naturals Club & Resort,PKR 1.75 Crore,"Canal Expressway, Faisalabad",Faisalabad,1,1,2.9 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_expressway_apartment_for_sale_on_installments_in_naturals_club_resort-52676838-12108-1.html,"Phone Available, WhatsApp Available, Email Available",Apartments for Sale in Naturals Clu,Added: 5 days ago,house-132.html
PRIMLY LOCATED BRAND NEW DOUBLE STORY SOLID A+ MATERIAL 10 MARLA HOUSE FOR SALE. BLOCK-M,PKR 4 Crore,"Wapda City - Block M, Wapda City",Wapda City,5,7,10 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_m_primly_located_brand_new_double_story_solid_a_material_10_marla_house_for_sale_block-m-53065919-5077-1.html,"Phone Available, WhatsApp Available, Email Available","A Prestigious Place To Live in,
 Pr",Added: 6 days ago,house-133.html
House Of 10 Marla Available In Wapda City - Block K,PKR 3.3 Crore,"Wapda City - Block K, Wapda City",Wapda City,5,6,10 Marla,Titanium,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_k_house_of_10_marla_available_in_wapda_city_-_block_k-53109144-5075-1.html,"Phone Available, WhatsApp Available, Email Available",We take it as a pleasure to help yo,Added: 6 days ago,house-134.html
Fair-Priced 15 Marla House Available In Wapda City,PKR 4.3 Crore,"Wapda City, Faisalabad",Faisalabad,6,6,15 Marla,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_fair-priced_15_marla_house_available_in_wapda_city-53109145-501-1.html,"Phone Available, WhatsApp Available, Email Available",A House you have been looking to bu,Added: 6 days ago,house-135.html
12marla Very Beautiful House Available For Sale full and final rate 67500000 and demand 7caror Main Canal Road,PKR 6.75 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,12 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_12marla_very_beautiful_house_available_for_sale_full_and_final_rate_67500000_and_demand_7caror_main_canal_road-52913794-1140-1.html,"Phone Available, WhatsApp Available, Email Available",Canal Road is based away from the h,Added: 1 week ago,house-136.html
7 Marla Brand New Furnished Modern House Available,PKR 3.7 Crore,"Divine Enclave, Canal Road",Canal Road,4,5,7 Marla,Titanium,https://www.zameen.com/Property/canal_road_divine_enclave_7_marla_brand_new_furnished_modern_house_available-52870571-21698-1.html,"Phone Available, WhatsApp Available, Email Available","In recent years, Divine Enclave has",Added: 1 week ago,house-137.html
5 MARLA HOUSE AVAILABLE FOR SALE,PKR 1.8 Crore,"Wapda City - Block L, Wapda City",Wapda City,N/A,N/A,5 Marla,N/A,https://www.zameen.com/Property/wapda_city_wapda_city_-_block_l_5_marla_house_available_for_sale-53039478-5076-1.html,"Phone Available, WhatsApp Available, Email Available","A Prestigious Place To Live in,
 Pr",Added: 4 hours ago,house-138.html
Centrally Located House Available In Citi Housing Phase 1 - Block D For sale,PKR 3.15 Crore,"Citi Housing Sargodha Road - Block D, Citi Housing Sargodha Road",Citi Housing Sargodha Road,N/A,N/A,10 Marla,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_d_centrally_located_house_available_in_citi_housing_phase_1_-_block_d_for_sale-52993625-18976-1.html,"Phone Available, WhatsApp Available, Email Available",It's the best time for investment i,Added: 5 hours ago,house-139.html
